name_translations,city_code,country_code,time_zone,code,iata_type,name,coordinates,flightable
{'en': 'Ferkessedougou'},FEK,CI,Africa/Abidjan,FEK,airport,Ferkessedougou,"{'lat': 9.6, 'lon': -5.2}",False
{'en': 'Habib Bourguiba International Airport'},MIR,TN,Africa/Tunis,MIR,airport,Habib Bourguiba International Airport,"{'lat': 35.76108, 'lon': 10.753155}",True
{'en': 'Kjellerup Bus Station'},QJW,DK,Europe/Copenhagen,QJW,bus,Kjellerup Bus Station,"{'lat': 56.2847, 'lon': 9.4331}",False
{'en': 'Forrest'},FOS,AU,Australia/Perth,FOS,airport,Forrest,"{'lat': -30.816668, 'lon': 128.05}",False
{'en': 'Andenes Airport'},ANX,NO,Europe/Oslo,ANX,airport,Andenes Airport,"{'lat': 69.30492, 'lon': 16.133326}",True
{'en': 'Turku Airport'},TKU,FI,Europe/Helsinki,TKU,airport,Turku Airport,"{'lat': 60.512794, 'lon': 22.28098}",True
{'en': 'Kongsvinger Railway Station'},XZD,NO,Europe/Oslo,XZD,railway,Kongsvinger Railway Station,"{'lat': 60.1875, 'lon': 12.001667}",False
{'en': 'Webequie'},YWP,CA,America/Toronto,YWP,airport,Webequie,"{'lat': 52.95972, 'lon': -87.36889}",False
{'en': 'Sandakan Airport'},SDK,MY,Asia/Kuching,SDK,airport,Sandakan Airport,"{'lat': 5.896877, 'lon': 118.06184}",True
{'en': 'Mapoda'},MPF,PG,Pacific/Port_Moresby,MPF,airport,Mapoda,"{'lat': -7.966667, 'lon': 143.16667}",False
{'en': 'Dubai World Central - Al Maktoum International Airport'},DXB,AE,Asia/Dubai,DWC,airport,Dubai World Central - Al Maktoum International Airport,"{'lat': 24.918056, 'lon': 55.175278}",True
{'en': 'Urmia Airport'},OMH,IR,Asia/Tehran,OMH,airport,Urmia Airport,"{'lat': 37.662525, 'lon': 45.05877}",True
{'en': 'Mount Sinai'},SKV,EG,Africa/Cairo,SKV,airport,Mount Sinai,"{'lat': 28.5, 'lon': 33.95}",False
{'en': 'McGrath Airport'},MCG,US,America/Anchorage,MCG,airport,McGrath Airport,"{'lat': 62.97875, 'lon': -155.65764}",True
{'en': 'Telefomin'},TFM,PG,Pacific/Port_Moresby,TFM,airport,Telefomin,"{'lat': -5.183333, 'lon': 141.63333}",False
{'en': 'Aktobe Airport'},AKX,KZ,Asia/Aqtobe,AKX,airport,Aktobe Airport,"{'lat': 50.249336, 'lon': 57.211403}",True
{'en': 'Ankavandra'},JVA,MG,Indian/Antananarivo,JVA,airport,Ankavandra,"{'lat': -18.8, 'lon': 45.283333}",False
{'en': 'Adam'},AOM,OM,Asia/Muscat,AOM,airport,Adam,"{'lat': 40.738758, 'lon': 140.68922}",False
{'en': 'Huacaraje'},BVK,BO,America/La_Paz,BVK,airport,Huacaraje,"{'lat': -13.55, 'lon': -63.75}",False
{'en': 'Saint John Airport'},YSJ,CA,America/Moncton,YSJ,airport,Saint John Airport,"{'lat': 45.32948, 'lon': -65.8902}",True
{'en': 'La Guaira'},LAG,VE,America/Caracas,LAG,airport,La Guaira,"{'lat': 10.6, 'lon': -66.933334}",False
{'en': 'Yakutat Airport'},YAK,US,America/Yakutat,YAK,airport,Yakutat Airport,"{'lat': 59.509167, 'lon': -139.65973}",True
{'en': 'Big Creek'},BGK,BZ,America/Belize,BGK,airport,Big Creek,"{'lat': 16.516666, 'lon': -88.4}",False
{'en': 'Ioma'},IOP,PG,Pacific/Port_Moresby,IOP,airport,Ioma,"{'lat': -8.35, 'lon': 147.75}",False
{'en': 'Amboseli'},ASV,KE,Africa/Nairobi,ASV,airport,Amboseli,"{'lat': -2.633333, 'lon': 37.25}",True
{'en': 'Gaziantep Airport'},GZT,TR,Europe/Istanbul,GZT,airport,Gaziantep Airport,"{'lat': 36.944935, 'lon': 37.473747}",True
{'en': 'Sedona'},SDX,US,America/Phoenix,SDX,airport,Sedona,"{'lat': 34.86667, 'lon': -111.76667}",True
{'en': 'Wantoat'},WTT,PG,Pacific/Port_Moresby,WTT,airport,Wantoat,"{'lat': -6.05, 'lon': 146.4}",False
{'en': 'Uranium City'},YBE,CA,America/Regina,YBE,airport,Uranium City,"{'lat': 59.566666, 'lon': -108.48333}",False
{'en': 'Antananarivo Airport'},TNR,MG,Indian/Antananarivo,TNR,airport,Antananarivo Airport,"{'lat': -18.799631, 'lon': 47.47503}",True
{'en': 'Mohe Airport'},OHE,CN,Asia/Shanghai,OHE,airport,Mohe Airport,"{'lat': 52.92113, 'lon': 122.42059}",True
{'en': 'Marechal Cunha Machado International Airport'},SLZ,BR,America/Fortaleza,SLZ,airport,Marechal Cunha Machado International Airport,"{'lat': -2.583316, 'lon': -44.236683}",True
{'en': 'General Justo Jose de Urquiza Airport'},PRA,AR,America/Argentina/Cordoba,PRA,airport,General Justo Jose de Urquiza Airport,"{'lat': -31.795, 'lon': -60.48}",True
{'en': 'Eneabba West'},ENB,AU,Australia/Perth,ENB,airport,Eneabba West,"{'lat': -30.083332, 'lon': 114.98333}",False
{'en': 'Pago Pago International Airport'},PPG,AS,Pacific/Pago_Pago,PPG,airport,Pago Pago International Airport,"{'lat': -14.326389, 'lon': -170.6964}",True
{'en': 'Oneida County'},UCA,US,America/New_York,UCA,airport,Oneida County,"{'lat': 43.141388, 'lon': -75.38028}",False
{'en': 'Hawthorne'},HTH,US,America/Los_Angeles,HTH,airport,Hawthorne,"{'lat': 38.533333, 'lon': -118.63333}",False
{'en': 'Tanga Airport'},TGT,TZ,Africa/Dar_es_Salaam,TGT,airport,Tanga Airport,"{'lat': -5.089444, 'lon': 39.07028}",True
{'en': 'Kuzmovka'},КЗВ,RU,Asia/Krasnoyarsk,КЗВ,heliport,Kuzmovka,"{'lat': 62.31188019573608, 'lon': 92.63230133052707}",False
{'en': 'Chi Mei'},CMJ,TW,Asia/Taipei,CMJ,airport,Chi Mei,"{'lat': 23.25, 'lon': 119.416664}",False
{'en': 'Tauranga City Airport'},TRG,NZ,Pacific/Auckland,TRG,airport,Tauranga City Airport,"{'lat': -37.67093, 'lon': 176.19772}",True
{'en': 'Inhaca'},IHC,MZ,Africa/Maputo,IHC,airport,Inhaca,"{'lat': -26, 'lon': 32.933334}",False
{'en': 'Satna'},TNI,IN,Asia/Kolkata,TNI,airport,Satna,"{'lat': 24.564325, 'lon': 80.85181}",False
{'en': 'Kasabonika'},XKS,CA,America/Winnipeg,XKS,airport,Kasabonika,"{'lat': 53.52, 'lon': -88.64667}",False
{'en': 'San Luis Rio Colorado'},UAC,MX,America/Hermosillo,UAC,airport,San Luis Rio Colorado,"{'lat': 32.45, 'lon': -114.8}",False
{'en': 'Tallinn Airport'},TLL,EE,Europe/Tallinn,TLL,airport,Tallinn Airport,"{'lat': 59.416622, 'lon': 24.798702}",True
{'en': 'Adrar Airport'},AZR,DZ,Africa/Algiers,AZR,airport,Adrar Airport,"{'lat': 27.883333, 'lon': -0.283333}",True
{'en': 'Goundam'},GUD,ML,Africa/Bamako,GUD,airport,Goundam,"{'lat': 16.3575, 'lon': -3.609722}",False
{'en': 'Deer Park'},DPK,US,America/New_York,DPK,airport,Deer Park,"{'lat': 41, 'lon': -73.53333}",False
{'en': 'Strathroy Railway Station'},XTY,CA,America/Toronto,XTY,railway,Strathroy Railway Station,"{'lat': 42.956179, 'lon': -81.62202}",False
{'en': 'Golfito Airport'},GLF,CR,America/Costa_Rica,GLF,airport,Golfito Airport,"{'lat': 8.651389, 'lon': -83.18083}",True
{'en': 'Puerto Princesa International Airport'},PPS,PH,Asia/Manila,PPS,airport,Puerto Princesa International Airport,"{'lat': 9.740198, 'lon': 118.75674}",True
{'en': 'Phaplu'},PPL,NP,Asia/Kathmandu,PPL,airport,Phaplu,"{'lat': 27.516666, 'lon': 86.6}",False
{'en': 'Kraljevo'},KVO,RS,Europe/Belgrade,KVO,airport,Kraljevo,"{'lat': 43.4907, 'lon': 20.3507}",True
{'en': 'Franz Josef Strauss Airport'},MUC,DE,Europe/Berlin,MUC,airport,Franz Josef Strauss Airport,"{'lat': 48.353004, 'lon': 11.790143}",True
{'en': 'Ekonda'},ЭКО,RU,Asia/Krasnoyarsk,ЭКО,heliport,Ekonda,"{'lat': 65.75666809082031, 'lon': 105.33000183105469}",False
{'en': 'Chemainus Railway Station'},XHS,CA,America/Vancouver,XHS,railway,Chemainus Railway Station,"{'lat': 48.922499, 'lon': -123.718414}",False
{'en': 'Ilford'},ILF,CA,America/Winnipeg,ILF,airport,Ilford,"{'lat': 56.066666, 'lon': -95.61667}",False
{'en': 'Mount Gambier Airport'},MGB,AU,Australia/Adelaide,MGB,airport,Mount Gambier Airport,"{'lat': -37.744072, 'lon': 140.78271}",True
{'en': 'Belokurikha'},БИХ,RU,Asia/Barnaul,БИХ,airport,Belokurikha,"{'lat': 52.063331604003906, 'lon': 85.0183334350586}",True
{'en': 'Dianopolis'},DNO,BR,America/Araguaina,DNO,airport,Dianopolis,"{'lat': -11.616667, 'lon': -46.85}",False
{'en': 'Teptep'},TEP,PG,Pacific/Port_Moresby,TEP,airport,Teptep,"{'lat': -5.85, 'lon': 146.5}",False
{'en': 'Ogoki'},YOG,CA,America/Toronto,YOG,airport,Ogoki,"{'lat': 51.666668, 'lon': -85.916664}",False
{'en': 'Stuttgart Hauptbahnhof'},STR,DE,Europe/Berlin,ZWS,railway,Stuttgart Hauptbahnhof,"{'lat': 9.181667, 'lon': 48.783611}",True
{'en': 'Nifty Airport'},NIF,AU,Australia/Perth,NIF,airport,Nifty Airport,"{'lat': -21.675, 'lon': 121.58611}",True
{'en': 'Ciudad Mante'},MMC,MX,America/Monterrey,MMC,airport,Ciudad Mante,"{'lat': 22.833332, 'lon': -99}",False
{'en': 'Beldringe'},ODE,DK,Europe/Copenhagen,ODE,airport,Beldringe,"{'lat': 55.47639, 'lon': 10.328611}",False
{'en': 'Maicao'},MCJ,CO,America/Bogota,MCJ,airport,Maicao,"{'lat': 11.391667, 'lon': -72.24167}",False
{'en': 'Hope Vale'},HPE,AU,Australia/Brisbane,HPE,airport,Hope Vale,"{'lat': -14.666667, 'lon': 144.91667}",False
{'en': 'Touba'},TOZ,CI,Africa/Abidjan,TOZ,airport,Touba,"{'lat': 8.283333, 'lon': -7.683333}",False
{'en': 'Hatteras'},HNC,US,America/New_York,HNC,airport,Hatteras,"{'lat': 35.216667, 'lon': -75.7}",False
{'en': 'Brigadier Hector Ruiz'},CSZ,AR,America/Argentina/Buenos_Aires,CSZ,airport,Brigadier Hector Ruiz,"{'lat': -37.433334, 'lon': -61.88333}",False
{'en': 'Liangping'},LIA,CN,Asia/Shanghai,LIA,airport,Liangping,"{'lat': 30.816668, 'lon': 107.7}",False
{'en': 'Sulaco'},SCD,HN,America/Tegucigalpa,SCD,airport,Sulaco,"{'lat': 14.916111, 'lon': -87.26667}",False
{'en': 'Na-San'},SQH,VN,Asia/Ho_Chi_Minh,SQH,airport,Na-San,"{'lat': 21.218056, 'lon': 104.025}",False
{'en': 'Willow'},WOW,US,America/Anchorage,WOW,airport,Willow,"{'lat': 61.833332, 'lon': -150.16667}",False
{'en': 'Roxas City Airport'},RXS,PH,Asia/Manila,RXS,airport,Roxas City Airport,"{'lat': 11.60066, 'lon': 122.74882}",True
{'en': 'Powell River'},YPW,CA,America/Vancouver,YPW,airport,Powell River,"{'lat': 49.816666, 'lon': -124.5}",True
{'en': 'Turkmenabad'},CRZ,TM,Asia/Ashgabat,CRZ,airport,Turkmenabad,"{'lat': 39.083332, 'lon': 63.61667}",True
{'en': 'Stratford Railway Station'},XFD,CA,America/Toronto,XFD,railway,Stratford Railway Station,"{'lat': 41.1845, 'lon': -73.1332}",False
{'en': 'Capitan FAP Renan Elias Olivera Airport'},PIO,PE,America/Lima,PIO,airport,Capitan FAP Renan Elias Olivera Airport,"{'lat': -13.75, 'lon': -76.21667}",True
{'en': 'Lake Minchumina'},LMA,US,America/Anchorage,LMA,airport,Lake Minchumina,"{'lat': 63.88333, 'lon': -152.31667}",False
{'en': 'Kudat Airport'},KUD,MY,Asia/Kuching,KUD,airport,Kudat Airport,"{'lat': 6.925, 'lon': 116.83417}",True
{'en': 'Pula Airport'},PUY,HR,Europe/Zagreb,PUY,airport,Pula Airport,"{'lat': 44.891666, 'lon': 13.923611}",True
{'en': 'Tarauaca'},TRQ,BR,America/Rio_Branco,TRQ,airport,Tarauaca,"{'lat': -8.1, 'lon': -70.75}",False
{'en': 'Mweka'},MEW,CD,Africa/Lubumbashi,MEW,airport,Mweka,"{'lat': -4.85, 'lon': 21.566668}",False
{'en': 'Faranah'},FAA,GN,Africa/Conakry,FAA,airport,Faranah,"{'lat': 10.033333, 'lon': -10.75}",False
{'en': 'Florenc Bus Station'},PRG,CZ,Europe/Prague,PFL,bus,Florenc Bus Station,"{'lat': 50.0878114, 'lon': 14.4204598}",True
{'en': 'Forbes'},FRB,AU,Australia/Sydney,FRB,airport,Forbes,"{'lat': -33.4, 'lon': 148.05}",False
{'en': 'Sawyer International Airport'},MQT,US,America/Detroit,MQT,airport,Sawyer International Airport,"{'lat': 46.35361, 'lon': -87.39528}",True
{'en': 'El Trompillo'},SRZ,BO,America/La_Paz,SRZ,airport,El Trompillo,"{'lat': -17.804167, 'lon': -63.1725}",False
{'en': 'Shanghai Pudong International Airport'},SHA,CN,Asia/Shanghai,PVG,airport,Shanghai Pudong International Airport,"{'lat': 31.151825, 'lon': 121.799805}",True
{'en': 'Lucerne Railway Station'},QLJ,CH,Europe/Zurich,QLJ,railway,Lucerne Railway Station,"{'lat': 47.04972, 'lon': 8.3}",False
{'en': 'Mossendjo'},MSX,CG,Africa/Brazzaville,MSX,airport,Mossendjo,"{'lat': -2.95, 'lon': 12.733333}",False
{'en': 'Kugururok River'},KUW,US,America/Anchorage,KUW,airport,Kugururok River,"{'lat': 67.96667, 'lon': -161.98334}",False
{'en': 'Bafoussam'},BFX,CM,Africa/Douala,BFX,airport,Bafoussam,"{'lat': 5.483333, 'lon': 10.4}",True
{'en': 'Kerrville'},ERV,US,America/Chicago,ERV,airport,Kerrville,"{'lat': 30.05, 'lon': -99.13333}",False
{'en': 'Apalachicola Regional'},AAF,US,America/New_York,AAF,airport,Apalachicola Regional,"{'lat': 29.733334, 'lon': -84.98333}",False
{'en': 'Gounda'},GDA,CF,Africa/Bangui,GDA,airport,Gounda,"{'lat': 9.333333, 'lon': 21.166668}",False
{'en': 'Langtang'},LTG,NP,Asia/Kathmandu,LTG,airport,Langtang,"{'lat': 28.233334, 'lon': 85.6}",False
{'en': 'Liancheng Airport'},LCX,CN,Asia/Shanghai,LCX,airport,Liancheng Airport,"{'lat': 25.675556, 'lon': 116.74556}",True
{'en': 'Jagdalpur'},JGB,IN,Asia/Kolkata,JGB,airport,Jagdalpur,"{'lat': 19.066668, 'lon': 82.03333}",True
{'en': 'Mitiaro Island'},MOI,CK,Pacific/Rarotonga,MOI,airport,Mitiaro Island,"{'lat': -19.84166, 'lon': -157.71121}",False
{'en': 'Youjiang'},AEB,CN,Asia/Shanghai,AEB,airport,Youjiang,"{'lat': 23.71947, 'lon': 106.96777}",True
{'en': 'Delissaville'},DLV,AU,Australia/Darwin,DLV,airport,Delissaville,"{'lat': -12.566667, 'lon': 130.63333}",False
{'en': 'Tupile'},TUE,PA,America/Panama,TUE,airport,Tupile,"{'lat': 9.5725, 'lon': -79.48722}",False
{'en': 'Pilanesberg International Airport'},NTY,ZA,Africa/Johannesburg,NTY,airport,Pilanesberg International Airport,"{'lat': -26.033333, 'lon': 27.916668}",True
{'en': 'Eastern Sierra Regional Airport'},BIH,US,America/Los_Angeles,BIH,airport,Eastern Sierra Regional Airport,"{'lat': 37.373333, 'lon': -118.365}",True
{'en': 'Playa Samara'},PLD,CR,America/Costa_Rica,PLD,airport,Playa Samara,"{'lat': 10.25, 'lon': -85.416664}",False
{'en': 'Magdalena'},MGD,BO,America/La_Paz,MGD,airport,Magdalena,"{'lat': -13.325278, 'lon': -64.124725}",False
{'en': 'Falun Bus Station'},BLE,SE,Europe/Stockholm,XJF,bus,Falun Bus Station,"{'lat': 60.4856047, 'lon': 15.4363017}",True
{'en': 'Stevens Point'},STE,US,America/Chicago,STE,airport,Stevens Point,"{'lat': 44.545277, 'lon': -89.53083}",False
{'en': 'Bahrain International Airport'},BAH,BH,Asia/Bahrain,BAH,airport,Bahrain International Airport,"{'lat': 26.26918, 'lon': 50.62605}",True
{'en': 'Korolevu'},KVU,FJ,Pacific/Fiji,KVU,airport,Korolevu,"{'lat': -17.766666, 'lon': 178}",False
{'en': 'Baccarini'},GRS,IT,Europe/Rome,GRS,airport,Baccarini,"{'lat': 42.761944, 'lon': 11.070556}",False
{'en': 'Gatineau Airport'},YOW,CA,America/Toronto,YND,airport,Gatineau Airport,"{'lat': 45.483334, 'lon': -75.63333}",True
{'en': 'Sanandaj Airport'},SDG,IR,Asia/Tehran,SDG,airport,Sanandaj Airport,"{'lat': 35.251472, 'lon': 47.013767}",True
{'en': 'Galegu'},DNX,SD,Africa/Khartoum,DNX,airport,Galegu,"{'lat': 14.1, 'lon': 33.066666}",False
{'en': 'Agatti Island Airport'},AGX,IN,Asia/Kolkata,AGX,airport,Agatti Island Airport,"{'lat': 10.828967, 'lon': 72.17987}",True
{'en': 'Novgorod'},NVR,RU,Europe/Moscow,NVR,airport,Novgorod,"{'lat': 58.516666, 'lon': 31.3}",False
{'en': 'Bacacheri'},BFH,BR,America/Sao_Paulo,BFH,airport,Bacacheri,"{'lat': -25.4025, 'lon': -49.23389}",False
{'en': 'Djoemoe'},DOE,SR,America/Paramaribo,DOE,airport,Djoemoe,"{'lat': 4.016667, 'lon': -55.483334}",False
{'en': 'Pres. Medici Airport'},RBR,BR,America/Rio_Branco,RBR,airport,Pres. Medici Airport,"{'lat': -9.966667, 'lon': -67.8}",True
{'en': 'Kungum'},KGM,PG,Pacific/Port_Moresby,KGM,airport,Kungum,"{'lat': -5.18, 'lon': 39.78}",False
{'en': 'Vilyuisk'},VYI,RU,Asia/Yakutsk,VYI,airport,Vilyuisk,"{'lat': 63.75639, 'lon': 121.69306}",True
{'en': 'Oenpelli'},OPI,AU,Australia/Darwin,OPI,airport,Oenpelli,"{'lat': -12.333333, 'lon': 133.06667}",False
{'en': 'Hkg'},BBV,CI,Africa/Abidjan,BBV,airport,Hkg,"{'lat': 4.666667, 'lon': -6.95}",False
{'en': 'Colima Airport'},CLQ,MX,America/Mexico_City,CLQ,airport,Colima Airport,"{'lat': 19.3, 'lon': -103.65}",True
{'en': 'Mammoth Lakes Airport'},MMH,US,America/Los_Angeles,MMH,airport,Mammoth Lakes Airport,"{'lat': 37.63111, 'lon': -118.85139}",True
{'en': 'Lewis Lockport'},LOT,US,America/Chicago,LOT,airport,Lewis Lockport,"{'lat': 41.583332, 'lon': -88.05}",False
{'en': 'Co-op Point'},YCP,CA,America/Winnipeg,YCP,airport,Co-op Point,"{'lat': 57.066666, 'lon': -102.03333}",False
{'en': 'Phetchabun'},PHY,TH,Asia/Bangkok,PHY,airport,Phetchabun,"{'lat': 16.681944, 'lon': 101.19833}",False
{'en': 'Deception'},YGY,CA,America/Montreal,YGY,airport,Deception,"{'lat': 62.1, 'lon': -74.61667}",False
{'en': 'Jomsom'},JMO,NP,Asia/Kathmandu,JMO,airport,Jomsom,"{'lat': 28.783333, 'lon': 83.73333}",False
{'en': 'Kiwai Island'},KWX,PG,Pacific/Port_Moresby,KWX,airport,Kiwai Island,"{'lat': -8.583333, 'lon': 143.41667}",False
{'en': 'Delta Downs'},DDN,AU,Australia/Brisbane,DDN,airport,Delta Downs,"{'lat': -16.916668, 'lon': 141.3}",False
{'en': 'Rapid City Regional Airport'},RAP,US,America/Denver,RAP,airport,Rapid City Regional Airport,"{'lat': 44.037582, 'lon': -103.06118}",True
{'en': 'St Methode'},YDO,CA,America/Montreal,YDO,airport,St Methode,"{'lat': 48.86667, 'lon': -72.23333}",False
{'en': 'Fascene Airport'},NOS,MG,Indian/Antananarivo,NOS,airport,Fascene Airport,"{'lat': -13.311111, 'lon': 48.31389}",True
{'en': 'Midi Railway Station'},BRU,BE,Europe/Brussels,ZYR,railway,Midi Railway Station,"{'lat': -1, 'lon': -1}",True
{'en': 'Fairwood Comm'},SWS,GB,Europe/London,SWS,airport,Fairwood Comm,"{'lat': 51.63333, 'lon': -3.95}",True
{'en': 'New Chenega'},NCN,US,America/Anchorage,NCN,airport,New Chenega,"{'lat': 60.07831, 'lon': -147.99773}",False
{'en': 'Kenneth Kaunda International Airport'},LUN,ZM,Africa/Lusaka,LUN,airport,Kenneth Kaunda International Airport,"{'lat': -15.325017, 'lon': 28.445747}",True
{'en': 'Kushiro Airport'},KUH,JP,Asia/Tokyo,KUH,airport,Kushiro Airport,"{'lat': 43.04565, 'lon': 144.19682}",True
{'en': 'Pulau Panjang'},PPJ,ID,Asia/Jakarta,PPJ,airport,Pulau Panjang,"{'lat': -0.633333, 'lon': 103.3}",False
{'en': 'Carti'},CTE,PA,America/Panama,CTE,airport,Carti,"{'lat': 8.833333, 'lon': -80.833336}",False
{'en': 'Memorial'},CSV,US,America/Chicago,CSV,airport,Memorial,"{'lat': 35.95111, 'lon': -85.084724}",False
{'en': 'Cuamba'},FXO,MZ,Africa/Maputo,FXO,airport,Cuamba,"{'lat': -14.805278, 'lon': 36.526943}",False
{'en': 'Mayajigua'},MJG,CU,America/Havana,MJG,airport,Mayajigua,"{'lat': 21.758333, 'lon': -79}",False
{'en': 'Yeysk'},EIK,RU,Europe/Moscow,EIK,airport,Yeysk,"{'lat': 46.71056, 'lon': 38.27778}",False
{'en': 'Aberdeen Railway Station'},ABZ,GB,Europe/London,ZXA,railway,Aberdeen Railway Station,"{'lat': 57.1474915, 'lon': -2.095397}",True
{'en': 'Bradley International Airport'},BDL,US,America/New_York,BDL,airport,Bradley International Airport,"{'lat': 41.92953, 'lon': -72.6847}",True
{'en': 'Illizi Airport'},VVZ,DZ,Africa/Algiers,VVZ,airport,Illizi Airport,"{'lat': 26.533333, 'lon': 8.55}",True
{'en': 'Quad City International Airport'},MLI,US,America/Chicago,MLI,airport,Quad City International Airport,"{'lat': 41.453896, 'lon': -90.50611}",True
{'en': 'Saint Cloud Municipal Heliport'},STC,US,America/Chicago,JSK,heliport,Saint Cloud Municipal Heliport,"{'lat': 45.55, 'lon': -94.166664}",False
{'en': 'Ulaangom'},ULO,MN,Asia/Hovd,ULO,airport,Ulaangom,"{'lat': 49.983334, 'lon': 92.066666}",True
{'en': 'Jerez Railway Station'},XRY,ES,Europe/Madrid,YJW,railway,Jerez Railway Station,"{'lat': 36.6865618, 'lon': -6.1371725}",True
{'en': 'Oskaloosa Municipal'},OOA,US,America/Chicago,OOA,airport,Oskaloosa Municipal,"{'lat': 41.3, 'lon': -92.65}",False
{'en': 'Wora Na Ye'},WNE,GA,Africa/Libreville,WNE,airport,Wora Na Ye,"{'lat': -1.35, 'lon': 9.333333}",False
{'en': 'Maxton'},MXE,US,America/New_York,MXE,airport,Maxton,"{'lat': 34.716667, 'lon': -79.333336}",False
{'en': 'Maya Maya Airport'},BZV,CG,Africa/Brazzaville,BZV,airport,Maya Maya Airport,"{'lat': -4.258899, 'lon': 15.251139}",True
{'en': 'Middle Caicos'},MDS,TC,America/Grand_Turk,MDS,airport,Middle Caicos,"{'lat': 21.783333, 'lon': -71.71667}",False
{'en': 'Huesca Railway Station'},HSK,ES,Europe/Madrid,XUA,railway,Huesca Railway Station,"{'lat': 42.1401024, 'lon': -0.408898}",True
{'en': 'Moolawatana'},MWT,AU,Australia/Adelaide,MWT,airport,Moolawatana,"{'lat': -28.5, 'lon': 138}",False
{'en': 'Eldoret Airport'},EDL,KE,Africa/Nairobi,EDL,airport,Eldoret Airport,"{'lat': 0.4054, 'lon': 35.2236}",True
{'en': 'Bewani'},BWP,PG,Pacific/Port_Moresby,BWP,airport,Bewani,"{'lat': -3.016667, 'lon': 141.15}",False
{'en': 'Stockholm Arlanda Airport'},STO,SE,Europe/Stockholm,ARN,airport,Stockholm Arlanda Airport,"{'lat': 59.64982, 'lon': 17.930365}",True
{'en': 'Gilgal'},GGL,CO,America/Bogota,GGL,airport,Gilgal,"{'lat': 8.333333, 'lon': -77.083336}",False
{'en': 'Ernabella'},ERB,AU,Australia/Adelaide,ERB,airport,Ernabella,"{'lat': -26.283333, 'lon': 132.11667}",False
{'en': 'Tioman'},TOD,MY,Asia/Kuala_Lumpur,TOD,airport,Tioman,"{'lat': 2.75, 'lon': 104.166664}",True
{'en': 'Greater Wilmington'},ILG,US,America/New_York,ILG,airport,Greater Wilmington,"{'lat': 39.678333, 'lon': -75.6075}",True
{'en': 'Carvajal'},VLV,VE,America/Caracas,VLV,airport,Carvajal,"{'lat': 9.339167, 'lon': -70.58583}",False
{'en': 'Mbeya Airport'},MBI,TZ,Africa/Dar_es_Salaam,MBI,airport,Mbeya Airport,"{'lat': -8.914722, 'lon': 33.461945}",True
{'en': 'Intermediate'},MDO,US,America/Anchorage,MDO,airport,Intermediate,"{'lat': 59.453056, 'lon': -146.3}",False
{'en': 'Manta Airport'},MEC,EC,America/Guayaquil,MEC,airport,Manta Airport,"{'lat': -0.953035, 'lon': -80.684}",True
{'en': 'Doomadgee Airport'},DMD,AU,Australia/Brisbane,DMD,airport,Doomadgee Airport,"{'lat': -17.939201, 'lon': 138.8216}",True
{'en': 'Faribault Municipal'},FBL,US,America/Chicago,FBL,airport,Faribault Municipal,"{'lat': 44.3, 'lon': -93.26667}",False
{'en': 'Chaudhary Charan Singh International Airport'},LKO,IN,Asia/Kolkata,LKO,airport,Chaudhary Charan Singh International Airport,"{'lat': 26.764257, 'lon': 80.884186}",True
{'en': 'Maimun Saleh'},SBG,ID,Asia/Jakarta,SBG,airport,Maimun Saleh,"{'lat': 5.55, 'lon': 95.333336}",False
{'en': 'Tri County'},LNR,US,America/Chicago,LNR,airport,Tri County,"{'lat': 43.183334, 'lon': -90.2}",False
"{'en': ""Chateau-d'Oex Railway Station""}",ZDR,CH,Europe/Zurich,ZDR,railway,Chateau-d'Oex Railway Station,"{'lat': 46.47, 'lon': 7.13}",False
{'en': 'Napaskiak Sea Plane Base'},PKA,US,America/Anchorage,PKA,airport,Napaskiak Sea Plane Base,"{'lat': 60.710835, 'lon': -161.75806}",True
